0.05518,0.19629,0.98755
0.04858,0.19092,0.98779
0.04834,0.19336,0.98364
0.05469,0.19556,0.99414
0.05054,0.19434,0.99243
0.04541,0.18701,0.98633
0.05151,0.19189,0.98633
0.04907,0.19849,0.99243
0.04883,0.18945,0.99634
0.05371,0.18652,0.98291
0.05029,0.18359,0.99536
0.04614,0.18188,0.99316
0.05176,0.18823,0.98926
0.05347,0.18066,0.98999
0.04395,0.17896,0.98877
0.05078,0.17529,0.9873
0.04248,0.177,0.98218
0.01489,0.05249,1.00269
0.01733,0.04541,1.00781
0.01538,0.04736,1.01733
0.01733,0.03931,1.02075
0.01733,0.05029,1.01855
0.02539,0.05103,1.01318
0.01489,0.04907,1.01978
0.02148,0.03809,1.00464
0.01099,0.04126,1.01147
0.01685,0.0481,1.0083
0.01074,0.05518,1.00781
0.01978,0.05078,1.00757
0.02075,0.04956,1.00586
0.01563,0.04102,0.99878
0.01172,0.04346,1.01489
0.0166,0.04297,1.01514
0.01782,0.04663,1.00732
0.02222,0.04565,1.0144
0.00854,0.04492,1.00317
0.0188,0.05225,1.01074
0.01318,0.04932,1.01318
0.02026,0.05322,1.00513
0.01074,0.04468,1.00708
0.01196,0.04248,1.00854
0.01733,0.04639,1.00317
0.01782,0.04785,1.00098
0.02124,0.04785,1.0083
0.02417,0.0481,1.00879
0.01733,0.0481,1.00684
0.01758,0.04688,0.9978
0.01245,0.0459,1.00146
0.01123,0.04907,1.01025
0.01978,0.04443,1.01001
0.01758,0.0459,1.01123
0.02197,0.04785,1.0127
0.01685,0.04639,1.00464
0.01514,0.04663,1.01733
0.0166,0.04053,1.0061
0.01782,0.04663,1.01172
0.01514,0.04907,1.01001
0.01636,0.04858,1.01123
0.01709,0.04565,1.01172
0.0166,0.04492,1.00732
0.01294,0.04297,1.00879
0.01953,0.04541,1.00195
0.01563,0.04639,1.01074
0.0188,0.0459,1.01001
0.01489,0.04688,1.00684
0.021,0.04321,1.00903
0.01465,0.0437,1.00049
0.01758,0.04468,1.00537
0.01953,0.04956,1.00732
0.02466,0.05151,1.00635
0.01587,0.04443,1.00195
0.0144,0.04248,1.01318
0.00757,0.04443,1.00952
0.02051,0.04932,1.00562
0.01343,0.04785,1.00684
0.02075,0.04541,1.00977
0.0188,0.04907,1.02295
0.01147,0.04468,1.00781
0.01709,0.04907,1.0022
0.01245,0.04565,1.0061
0.01172,0.04956,1.01196
0.02124,0.04517,1.01196
0.01953,0.0481,1.0022
0.02124,0.04907,1.01245
0.0166,0.04297,1.00806
0.01514,0.03906,1.00806
0.01611,0.04688,1.0144
0.02026,0.04541,1.01807
0.0188,0.04712,1.00928
0.01245,0.04858,1.00586
0.01343,0.04663,1.00586
0.01343,0.04395,1.01807
0.01465,0.04224,1.00098
0.01489,0.04517,1.00146
0.01514,0.04614,1.00024
0.01587,0.04321,1.00635
0.01392,0.04346,1.01172
0.01172,0.04053,1.01294
0.01123,0.04834,1.01563
0.021,0.0481,1.01245
0.01025,0.04858,1.00684
0.01831,0.04077,1.00928
0.01636,0.04614,1.01001
0.01563,0.04517,1.01221
0.01855,0.04272,1.00439
0.01196,0.04004,1.00537
0.02026,0.04272,1.00488
0.01636,0.04834,1.00342
0.01465,0.04565,1.00854
0.01782,0.04297,1.00415
0.01221,0.0459,1.00513
0.01611,0.04663,1.01294
0.02026,0.03906,1.00879
0.01343,0.0481,1.0083
0.01587,0.04517,1.00317
0.01245,0.03955,1.00464
0.01587,0.04175,0.99854
0.01831,0.03955,1.01221
0.01465,0.04419,0.99854
0.01953,0.04688,0.99658
0.01782,0.03955,1.01001
0.01636,0.04517,1.0083
0.01221,0.04736,1.01392
0.01733,0.0437,0.99854
0.01831,0.04395,1.00781
0.0188,0.04443,1.00952
0.01245,0.04321,1.00684
0.0105,0.04712,1.00732
0.01489,0.04736,1.00781
0.01733,0.04541,1.00806
0.01587,0.04004,1.0127
0.01587,0.04663,1.0061
0.01978,0.04565,1.01563
0.01636,0.0481,1.00781
0.01465,0.04785,1.00488
0.01611,0.03784,1.00269
0.01465,0.03809,1.00781
0.01831,0.04102,1.01123
0.01123,0.04102,1.00635
0.01221,0.03589,1.00488
0.01563,0.0437,1.01953
0.01685,0.04688,1.01001
0.01465,0.03833,1.01318
0.01563,0.04419,1.00781
0.01831,0.04248,1.01221
0.01367,0.04321,1.01294
0.01172,0.05322,1.00586
0.01416,0.04907,1.00903
0.01733,0.04736,1.01001
0.01807,0.04419,1.00708
0.02051,0.04492,1.00684
0.0188,0.04761,1.00854
0.01538,0.04224,1.0083
0.0127,0.04077,1.00757
0.0127,0.04004,0.99683
0.0127,0.04297,1.01099
0.0105,0.04419,1.00195
0.01563,0.0437,1.00342
0.01587,0.04175,1.00146
0.01563,0.04688,1.00684
0.01416,0.04663,1.00879
0.01978,0.04004,1.01367
0.01343,0.03882,1.0061
0.01807,0.04175,1.00977
0.01489,0.0415,1.00122
0.01978,0.04517,1.01318
0.01465,0.04761,1.00659
0.01025,0.04419,0.99683
0.01709,0.04272,1.01855
0.01538,0.04907,1.00146
0.01392,0.04565,1.01123
0.01221,0.03906,1.00732
0.01978,0.04395,1.00684
0.01245,0.04468,1.00391
0.02075,0.04639,1.00635
0.01367,0.04297,1.00586
0.01147,0.04126,1.01392
0.01709,0.03906,1.02441
0.0188,0.04565,1.00659
0.01831,0.04541,1.00903
0.01685,0.04565,1.0083
0.01099,0.04346,1.0061
0.0127,0.04248,1.01294
0.01709,0.04028,1.00806
0.01465,0.28491,0.98975
0.03223,0.09766,0.95654
-0.0498,-0.47144,1.09912
0.07007,-0.0188,1.10962
0.01709,0.04736,0.99414
0.03662,0.00684,1.01685
0.0022,0.04492,1.01318
0.00098,0.06665,1.02393
0.01392,0.07007,1.01318
-0.09888,0.1814,1.00513
0.0105,0.04321,1.01929
0.01294,0.05322,1.0166
0.05176,0.05908,1.00537
0.03345,0.02759,0.98779
0.02173,0.0625,1.01221
0.01489,0.05322,1.01953
0.01831,0.05347,1.00781
0.00977,0.03735,1.02881
0.01367,0.0564,0.99512
0.02417,0.05615,0.99927
0.01587,0.04761,1.01001
0.01318,0.04565,1.01343
0.01294,0.05151,1.00903
-0.01758,-0.30078,0.78564
0.01709,0.14307,1.03979
0.01001,0.07227,1.04346
-0.00708,0.04419,1.03174
-0.00122,-0.00415,1.00244
-0.00415,0.00391,1.00928
-0.00977,0.00439,1.00781
-0.01074,0.0083,0.99097
0.01416,0.02905,1.00293
0.00244,0.01978,1.02026
-0.0105,-0.00317,0.99512
-0.00439,-0.00464,1.00513
0.00122,0.00269,1.01807
0.01489,0.00977,0.99976
-0.00464,-0.04053,0.99658
-0.01318,0.00366,1.00073
-0.01587,-0.052,0.99927
-0.05347,-0.05469,0.9126
0.05591,0.06787,1.0542
-0.02295,-0.05298,1.00952
-0.01733,-0.03711,1.0271
-0.07568,-0.05444,1.02637
-0.02344,-0.08301,0.99707
-0.05493,-0.03687,0.99487
-0.06201,-0.03882,1.01074
-0.02661,-0.05029,0.99707
0.00854,-0.08838,1.00195
-0.03516,-0.05762,1.01367
-0.04932,-0.0564,0.99805
-0.02759,-0.0459,1.00244
-0.01343,0.02173,1.02051
0.1438,-0.28076,1.07935
-0.02686,-0.07007,1.02222
-0.00098,0.01294,1.00488
-0.01855,0.01538,0.97583
0.06567,-0.02466,1.08545
